2.000000000000000000e+02,1.000000000000000056e-01
4.000000000000000000e+02,1.000000000000000056e-01
6.000000000000000000e+02,2.999999999999999889e-01
8.000000000000000000e+02,5.749999999999999556e-01
1.000000000000000000e+03,1.000000000000000000e+00
1.200000000000000000e+03,1.574999999999999956e+00
1.400000000000000000e+03,2.275000000000000355e+00
1.600000000000000000e+03,3.200000000000000178e+00
1.700000000000000000e+03,3.799999999999999822e+00
1.800000000000000000e+03,4.400000000000000355e+00
1.900000000000000000e+03,5.000000000000000000e+00
2.000000000000000000e+03,5.800000000000000711e+00
2.100000000000000000e+03,6.599999999999999645e+00
2.200000000000000000e+03,7.599999999999999645e+00
2.300000000000000000e+03,8.599999999999999645e+00
2.400000000000000000e+03,9.900000000000000355e+00
2.450000000000000000e+03,1.059999999999999964e+01
2.500000000000000000e+03,1.130000000000000071e+01
2.550000000000000000e+03,1.209999999999999964e+01
2.600000000000000000e+03,1.294999999999999929e+01
2.650000000000000000e+03,1.384999999999999964e+01
2.700000000000000000e+03,1.484999999999999964e+01
2.750000000000000000e+03,1.595000000000000107e+01
2.800000000000000000e+03,1.710000000000000142e+01
2.850000000000000000e+03,1.839999999999999858e+01
2.875000000000000000e+03,1.904999999999999716e+01
2.900000000000000000e+03,1.975000000000000000e+01
2.925000000000000000e+03,2.050000000000000000e+01
2.950000000000000000e+03,2.119999999999999929e+01
2.975000000000000000e+03,2.200000000000000000e+01
3.000000000000000000e+03,2.285000000000000142e+01
3.025000000000000000e+03,2.369999999999999929e+01
3.050000000000000000e+03,2.460000000000000142e+01
3.075000000000000000e+03,2.555000000000000071e+01
3.100000000000000000e+03,2.650000000000000000e+01
3.125000000000000000e+03,2.755000000000000071e+01
3.150000000000000000e+03,2.855000000000000071e+01
3.175000000000000000e+03,2.969999999999999929e+01
3.200000000000000000e+03,3.085000000000000142e+01
3.225000000000000000e+03,3.209999999999999432e+01
3.250000000000000000e+03,3.335000000000000142e+01
3.275000000000000000e+03,3.464999999999999858e+01
3.300000000000000000e+03,3.609999999999999432e+01
3.325000000000000000e+03,3.754999999999999716e+01
3.350000000000000000e+03,3.909999999999999432e+01
3.375000000000000000e+03,4.070000000000000284e+01
3.400000000000000000e+03,4.240000000000000568e+01
3.425000000000000000e+03,4.414999999999999858e+01
3.450000000000000000e+03,4.600000000000000000e+01
3.475000000000000000e+03,4.795000000000000284e+01
3.500000000000000000e+03,5.000000000000000000e+01
3.525000000000000000e+03,5.220000000000000284e+01
3.550000000000000000e+03,5.440000000000000568e+01
3.575000000000000000e+03,5.679999999999999716e+01
3.600000000000000000e+03,5.935000000000000142e+01
3.625000000000000000e+03,6.195000000000000284e+01
3.650000000000000000e+03,6.465000000000000568e+01
3.675000000000000000e+03,6.755000000000001137e+01
3.700000000000000000e+03,7.050000000000000000e+01
3.725000000000000000e+03,7.384999999999999432e+01
3.750000000000000000e+03,7.719999999999998863e+01
3.775000000000000000e+03,8.069999999999998863e+01
3.800000000000000000e+03,8.444999999999998863e+01
3.825000000000000000e+03,8.825000000000000000e+01
3.850000000000000000e+03,9.234999999999999432e+01
3.875000000000000000e+03,9.654999999999999716e+01
3.900000000000000000e+03,1.010500000000000114e+02
3.925000000000000000e+03,1.055999999999999943e+02
3.950000000000000000e+03,1.105500000000000114e+02
3.975000000000000000e+03,1.155000000000000000e+02
4.000000000000000000e+03,1.209000000000000057e+02
4.025000000000000000e+03,1.262999999999999972e+02
4.050000000000000000e+03,1.320500000000000114e+02
4.075000000000000000e+03,1.380500000000000114e+02
4.100000000000000000e+03,1.443999999999999773e+02
4.125000000000000000e+03,1.508000000000000114e+02
4.150000000000000000e+03,1.576999999999999886e+02
4.175000000000000000e+03,1.645999999999999943e+02
4.200000000000000000e+03,1.720500000000000114e+02
4.225000000000000000e+03,1.793000000000000114e+02
4.250000000000000000e+03,1.875500000000000114e+02
4.275000000000000000e+03,1.958000000000000114e+02
4.300000000000000000e+03,2.045999999999999943e+02
4.325000000000000000e+03,2.134499999999999886e+02
4.350000000000000000e+03,2.228500000000000227e+02
4.375000000000000000e+03,2.325500000000000114e+02
4.400000000000000000e+03,2.428000000000000114e+02
4.425000000000000000e+03,2.531999999999999886e+02
4.450000000000000000e+03,2.641999999999999886e+02
4.475000000000000000e+03,2.757500000000000000e+02
4.500000000000000000e+03,2.877500000000000000e+02
4.525000000000000000e+03,3.002999999999999545e+02
4.550000000000000000e+03,3.132500000000000000e+02
4.575000000000000000e+03,3.267500000000000000e+02
4.600000000000000000e+03,3.408000000000000114e+02
4.625000000000000000e+03,3.554499999999999886e+02
4.650000000000000000e+03,3.706000000000000227e+02
4.675000000000000000e+03,3.863500000000000227e+02
4.700000000000000000e+03,4.028500000000000227e+02
4.725000000000000000e+03,4.195499999999999545e+02
4.750000000000000000e+03,4.370000000000000000e+02
4.775000000000000000e+03,4.550000000000000000e+02
4.800000000000000000e+03,4.735000000000000000e+02
4.825000000000000000e+03,4.924499999999999886e+02
4.850000000000000000e+03,5.117999999999999545e+02
4.900000000000000000e+03,5.522500000000000000e+02
4.950000000000000000e+03,5.940000000000000000e+02
5.000000000000000000e+03,6.372999999999999545e+02
5.100000000000000000e+03,7.271499999999999773e+02
5.200000000000000000e+03,8.197000000000000455e+02
5.300000000000000000e+03,9.138999999999999773e+02
5.400000000000000000e+03,1.009049999999999955e+03
5.600000000000000000e+03,1.201150000000000091e+03
5.800000000000000000e+03,1.393650000000000091e+03
6.000000000000000000e+03,1.586500000000000000e+03
6.200000000000000000e+03,1.779500000000000000e+03
6.400000000000000000e+03,1.972549999999999955e+03
6.600000000000000000e+03,2.165600000000000364e+03
6.800000000000000000e+03,2.358699999999999818e+03
7.000000000000000000e+03,2.551800000000000182e+03
7.200000000000000000e+03,2.744899999999999636e+03
